name,sport,longitude,latitude,opening_hours,contact:phone,website,addr:street,addr:city,addr:housenumber,addr:postcode,addr:country
Manashanti Yoga,yoga,2.1857996,48.7972327,,,https://www.manashantiyoga.fr/,Rue Albert Perdreaux,Vélizy-Villacoublay,24 bis,78140.0,FR
Studio Hit,,2.125532,48.7955876,"Mo-Fr 10:00-14:00,15:30-20:30; Sa 10:00-16:00",,,,,,,FR
Orange Bleue,fitness,-0.5538804,47.474005,,,,,,,,FR
L'Appart Fitness,,4.8376767,45.7680154,,,,,,,,FR
Flexion - Extension des bras,fitness,7.1945811,47.9055591,,,,,,,,FR
L’Orange Bleue,,0.6979227,47.4351813,"Mo-Su,PH 06:00-23:00",,,,,,,FR
Studio Gymbox,fitness,-1.5537329,47.2052801,Mo-Th 07:00-21:00; Fr 07:00-15:00,+33 6 89 67 44 68,,,,,,FR
Amazonia,,7.3414559,48.0639484,,,,,,,,FR
L'Orange Bleue,fitness,-1.6891887,47.8580765,,+33 9 83 32 09 01,,Rue des Estuaires,Bain-de-Bretagne,23,35470.0,FR
Iyengar Shakti,yoga,3.8768047,43.6125855,,,,Rue de l'Université,Montpellier,18,34000.0,FR
KeepCool,fitness,-1.5918164,47.2410009,,,,,,,,FR
,fitness,4.0886215,43.5612397,,,,,,,,FR
Fitness Park,,2.3211333,48.7956234,Mo-Su 06:00-23:00,,,,,,,FR
Magic Form,fitness,2.2595372,48.9055684,Mo-Fr 06:00-22:00; Sa-Su 09:00-18:00,+33 1 46 35 55 32,https://magic-form.fr/,Rue du Moulin des Bruyères,Courbevoie,33,92400.0,FR
Planète Fitness,fitness,4.3652192,45.46944,06:00-23:00,,https://www.club-planetefitness.com/gym/salle-de-sport-saint-etienne-villars,Rue de l'Artisanat,,5,,FR
Le Cercle Saint-Jacques,,2.3374329,48.8316452,"Mo-Fr 07:30-22:00, Sa-Su 09:00-18:30",,https://www.cerclesdelaforme.com/,,,,,FR
Pilates Sensations,fitness,-0.5826314,47.4995348,,,,,,,,FR
,,3.9130933,43.6072538,,,,,,,,FR
Fitness Plaza,,-52.3320825,4.8871553,Mo-Fr 06:30-22:00; PH off; Sa 06:30-20:00; Su 08:00-17:00,,,,Matoury,,97351.0,FR
Objectif Forme,,1.0105987,47.1281534,,,,,,,,FR
aqua by,,2.3544116,48.8680988,,,https://aqua-by.com/nos-studios/studio-reaumur/,,,,,FR
,fitness,6.014987,47.3260339,,,,,,,,FR
Basic-Fit,,5.0156615,47.2822902,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00; PH 09:00-16:00",,,,,,,FR
Liberty Gym,athletics,2.3881923,48.8386474,"Mo-Su,PH 06:00-23:00",,,Boulevard de Bercy,Paris,64,75012.0,FR
VitaForm,fitness,6.1494547,49.0795932,Mo-Fr 09:00-21:00; Sa 09:00-12:30; Su 10:00-12:00,,https://www.vitaform-57.fr/,,,,,FR
Basic-Fit Metz-Augny,fitness,6.105111,49.0760355,Mo-Fr 08:00-22:30; Sa-Su 09:00-16:00,,https://www.basic-fit.fr/clubs/metz-augny,,,,,FR
Fitness Park,fitness,7.1318885,43.6264939,,,,,,,,FR
Fitness Park,,2.12351,49.4086577,Mo-Su 06:00-23:00,,https://www.fitnesspark.fr/club/allonne,Avenue Paul Gréber,,3,,FR
Gigafit,,2.1186051,49.4099373,Mo-Su 06:00-23:00,,https://www.gigafit.fr/club/beauvais,Rue Ferdinand de Lesseps,Beauvais,14,60000.0,FR
Club Belinann,,2.7489475,48.8595809,Mo-Fr 09:00-22:00; Sa 09:00-18:00; Su 09:00-13:00,+33 1 64 76 07 90,https://www.clubbelinann.fr/,,,,,FR
Keep cool,,-4.10815,48.0010692,,,,Rue de la Providence,Quimper,67,29000.0,FR
,fitness,3.9317846,43.5331267,,,,,,,,FR
,fitness,3.9313507,43.5332944,,,,,,,,FR
,fitness,3.9317519,43.5335861,,,,,,,,FR
,fitness,3.9306581,43.5336828,,,,,,,,FR
,fitness,3.9303564,43.5339644,,,,,,,,FR
,fitness,3.9299295,43.5341642,,,,,,,,FR
,fitness,3.9317597,43.5344158,,,,,,,,FR
,fitness,3.9291809,43.5344943,,,,,,,,FR
,fitness,3.931047,43.5345573,,,,,,,,FR
,fitness,3.9296244,43.5346012,,,,,,,,FR
,fitness,3.9299973,43.5348314,,,,,,,,FR
,fitness,3.9304077,43.5349418,,,,,,,,FR
L'Espace Cardio,,4.4073797,45.4254197,08:00-21:00,,,Rue de la Convention,,4 ter,,FR
Basic-Fit,,4.3901074,45.4368801,,,,,,,,FR
KeepCool,,4.7425795,45.7477943,06:00-23:00,,https://www.keepcool.fr/salle-de-sport/craponne/,,,,,FR
KeepCool,,3.141223,50.6672127,,,,,,,,FR
Mur d'escalade,fitness,6.2103877,48.6654842,,,,,,,,FR
CMG Sports Club,,2.305823,48.8732504,,,,,,,,FR
KeepCool,,6.1446397,49.0782447,,,,,,,,FR
Olympic Center,,-1.053132,45.6481066,,,https://www.olympik-center.com/,,,,,FR
Neoness,fitness,2.3596416,48.8395086,,,http://www.neoness-forme.com/salles-sport-fitness/salle-sport-paris-5.htm,,,,,FR
,fitness,6.2106731,48.6651197,,,,,,,,FR
L'Orange Bleue,,5.8861064,45.6148428,,,,,,,,FR
L'Orange Bleue,fitness;exercise;yoga;multi,-1.3287994,46.9687774,,,http://www.lorangebleue-bouffere.fr/,Rue Alfred Nobel,,2,,FR
L'Appart Fitness,,5.6790971,45.2414763,"Mo-Fr 09:00-13:30,17:00-20:30; Sa 09:00-12:30",,https://www.lappartfitness.com/clubs/saint-egreve-38120,,,,,FR
Fréquence Forme,,3.166444,46.9960642,,,http://www.frequence-forme.fr,Rue des Renardats,Nevers,33,58000.0,FR
Basic-Fit,,-2.0604736,48.6142146,,,,,,,,FR
Keep cool,fitness,5.2265374,43.4175025,,,,Avenue du 8 Mai 1945,,,,FR
Guide d'Entraînement Lappset Gym,gymnastics,2.3800705,51.0126165,,,,,,,,FR
Basic-Fit,,5.4333575,43.3281055,Mo-Fr 06:00-22:30; Sa-Su 09:00-19:00,,https://www.basic-fit.com/fr-fr/salle-de-sport/basic-fit-marseille-avenue-des-olives-9841925115714d628a3037c504378cf7.html,,,34,,FR
L'Orange Bleue,fitness,2.3150331,48.8145718,"Mo-Tu, Th-Fr 17:00-21:00; We 10:00-21:00; Sa 09:30-12:30",,https://www.lorangebleue.fr/clubs/montrouge/,Rue de Saisset,,,,FR
L'Orange Bleue,,6.2470817,49.1121745,Mo-Tu 09:30-21:00; We 17:00-21:00; Th-Fr 09:30-21:00; Sa 09:30-12:30,+33 9 54 37 97 26,http://www.salle-de-sport-metz-lorangebleue.com,,,,,FR
L'Appart Fitness,fitness,3.0893712,45.781045,,,,,,,,FR
Le Singe,,1.4491939,43.5981392,,,https://www.lesingeyogastudio.com/,,,,,FR
Training Academy,,-0.6681884,44.8364945,,+33556460392,,Avenue henri vigneau,Mérignac,59,33700.0,FR
Fight'ness Gym,,5.3680794,43.4188624,Mo-Th 10:00-22:00; Fr 10:00-21:00; Sa 10:00-16:00,+33621235192,https://www.fightness-gym.fr/,"La Charbonniére, Plan de Campagne",Les Pennes-Mirabeau,,13170.0,FR
Culture sports,fitness,-2.7980457,47.6837819,,,,,,,,FR
50 Nuances de Pole,pole_dance;fitness,2.2925974,49.8921807,,,,,,,,FR
L'Orange Bleue,,2.2934682,49.8967416,,,,,,,,FR
Run Up,,3.9276993,43.638787,06:00-23:00,,https://www.runupforme.fr/club-castelnau-le-lez,Avenue de l'Aube Rouge,Castelnau-le-Lez,580,34170.0,FR
KeepCool,,3.1703961,45.7393727,,,,Carrefour Robert Marchadier,Cournon-d'Auvergne,4,63800.0,FR
lady moving,fitness,3.1739496,45.7405114,,,,Avenue du Maréchal Leclerc,,2,63800.0,FR
dynamic club,fitness,3.1724687,45.73978,,,,,,,,FR
Elancia,fitness,-1.6905739,48.1095837,Mo-Su 06:00-23:00,+33 2 30 02 91 14,https://www.elancia.fr/,Mail François Mitterrand,Rennes,48,35000.0,FR
Fitness Park,fitness,2.2566639,48.7016594,Mo-Su 06:00-23:00,,,Avenue de la Plesse,Villebon-sur-Yvette,2,91140.0,FR
Fitness Park,,1.9205814,48.7592991,Mo-Su 06:00-23:00,,,,,,,FR
Energy Five,,4.4360751,45.6316472,"Jan-Jun,Sep-Dec Mo-Fr 08:30-21:00; Jan-Jun,Sep-Dec Sa 08:30-14:00; Jul-Aug Mo-Fr 08:30-13:30,17:30-21:00; Jul-Aug Sa 08:30-12:00",,https://energy-five.fr/,Avenue du Forez,Saint-Symphorien-sur-Coise,1592B,69590.0,FR
Basic-Fit,,-0.1963326,46.9800354,,,,,,,,FR
Moving,,55.4768457,-21.3225106,,,,,,,,FR
nüdiet,,2.324058,48.8842842,,,,,,,,FR
Magic Form Meudon,fitness,2.2428159,48.8080818,"Mo,We 08:00-22:00; Tu,Th-Fr 09:00-21:00; Sa 10:00-17:00; Su 10:00-14:00",,https://magic-form.fr/,Rue Henri Barbusse,Meudon,85,92190.0,FR
Fit'Mo,fitness,2.8795016,48.9544585,,,,,,,,FR
,,55.5036564,-21.2602681,,,,,,,,FR
Templ'club,,3.1755118,50.5276549,,,,,,,,FR
,fitness,-1.6163393,47.1946963,,,,,,,,FR
Centre Fitness,,3.8623298,43.67012,,,,,,,,FR
Body Peps,,4.0356427,43.6642157,,,,,,,,FR
beaulieu fitness,fitness,-1.5355928,47.2040902,Mo-Su 06:00-23:00,+33 2 40353121,https://www.beaulieu-fitness.fr/,,Nantes,,44200.0,FR
Espaces Formes,,3.765036,43.5788048,,,,,,,,FR
Club de Louvigny,fitness,-0.4006724,49.162733,,,,,,,,FR
Vital'in,fitness,2.2257434,48.8719204,,,,,,,,FR
,fitness,-1.5266651,48.7967276,,,,,,,,FR
Crossfit Balma,crossfit,1.4830508,43.6355339,07:00-21:00,,,Rue Theron de Montaugé,Toulouse,28,31000.0,FR
KeepCool,,6.2624664,46.1979893,,+33 9 66 94 25 24,,Rue de l'Industrie,,16,,FR
Run up,fitness,3.7071079,43.4109387,,,,,,,,FR
AVE Sport,,4.668506,45.2447593,,,https://www.ave-sport.fr/,,,,,FR
Battling Club,fitness,2.3230183,48.888066,,,,,,,,FR
R2 Training Vendôme CrossFit,fitness;crossfit;hyrox;weightlifting;gym,2.3321747,48.8693674,Mo-Fr 07:00-21:00; Sa 09:00-16:00; Su 10:00-13:00,,https://www.r2training.fr/,Rue Daunou,Paris,6,75002.0,FR
Basic-Fit,,3.2835023,49.6506625,,,https://www.basic-fit.com/fr-fr/clubs/basic-fit-tergnier-boulevard-gambetta-b669997d37b04e8587e4cbd0cc3d5055.html,,,,,FR
Auxerre Pilates,yoga,3.5819272,47.8107343,,,,,,,,FR
Espace Forme,,3.9335427,43.6639959,,,,,,,,FR
UrbanFitCenter,,2.2745832,48.6489842,,,,,Montlhéry,,,FR
Energy Sport,fitness,2.000089,44.3599208,,,,,,,,FR
Neofit,fitness,166.479797,-22.2323417,,,,,,,,FR
Fitness House,,5.9115133,45.6587899,,,,,,,,FR
,fitness,-2.7880128,48.4926634,,,,,,,,FR
,fitness,-2.78499,48.4943307,,,,,,,,FR
Training Academy,,-1.6336864,47.2305622,,+33 2 51 80 05 38,https://trainingacademy.fr,,,,,FR
Fitness Park,,4.3930234,45.4231797,,,https://www.fitnesspark.fr/club/saint-etienne-centre-2/,,,,,FR
Centre Sportif Quercus,fitness,3.7976949,43.647929,,,,,,,,FR
Aquatonic Nantes Carré Lafayette,,-1.5640808,47.2167351,Mo-Fr 09:00-21:00; We 09:30-21:00; Sa 09:00-19:00; Su 10:00-19:00,+33 240418989,,,,,,FR
Pole Dance CrossFit,fitness,3.9973775,43.6567381,,,,,,,,FR
Massilia Fitness,fitness,5.4085015,43.3423436,,,http://www.massilia-fitness.com/,,,,,FR
Barre de traction,fitness,2.4097393,48.8409777,,,,,,,,FR
Echelle,fitness,2.4097562,48.8410126,,,,,,,,FR
,fitness,2.4097777,48.8409076,,,,,,,,FR
,fitness,2.4098545,48.840914,,,,,,,,FR
Fitness Park Nouvelle-Calédonie,,166.4530221,-22.2064984,Mo-Su 05:00-22:00,,https://www.fitnesspark.nc/,"Immeuble Tagaí, Bvd Joseph Wamytan, face au Médipôle",,33,98835.0,FR
Gymnase de Riches Maigres,,55.4136872,-21.2776327,,,,,,,,FR
Basic-Fit,,2.3380087,48.915611,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00; PH 09:00-16:00",,https://www.basic-fit.com/fr-fr/salles-de-sport/saint-ouen-boulevard-jean-jaures,Boulevard Jean-Jaurès,Saint-Ouen,2,93400.0,FR
Gymnase de Grand Champ,,2.141576,45.5320917,,,,,,,,FR
TopForm,,2.3365783,48.6678078,,,,,,,,FR
Elancia,fitness,-1.6669734,48.1097306,"Mo-Th 10:00-13:30,15:00-20:00, Fr 10:00-13:30,15:00-19:00, Sa 10:00-13:00, PH,Mo-Su 06:00-23:00",,,Avenue Sergent Maginot,,38,,FR
Gymnase de Roches Maigres,,55.4141347,-21.2766725,,,,,,,,FR
Vita Liberté,fitness,6.1867194,44.0754782,,+33 4 92 31 01 14,,Avenue Gutenberg,Digne les Bains,,4000.0,FR
Basic-Fit,,6.1282561,48.6949061,,,https://www.basic-fit.com/fr-fr/salles-de-sport/nancy-laxou,,,,,FR
,fitness,5.548262,44.8224705,,,,,,,,FR
,fitness,0.1127403,47.509224,,,,,,,,FR
,fitness,0.1129763,47.5093019,,,,,,,,FR
,fitness,0.113427,47.5093708,,,,,,,,FR
,fitness,0.1136844,47.5093744,,,,,,,,FR
,fitness,0.1138977,47.509455,,,,,,,,FR
,fitness,0.1141512,47.5094559,,,,,,,,FR
Parcours de santé,fitness,6.4217612,48.1731718,,,,,,,,FR
Life Sport,,55.4061546,-21.2918538,,,,,,,,FR
Daily Fitness,,2.7908815,48.8401249,,+33 164174945,https://www.dailyfitness.fr/,Boulevard Michael Faraday,,1,,FR
,fitness,4.3724674,45.4505468,,,,,,,,FR
,fitness,4.3708016,45.4511269,,,,,,,,FR
,fitness,4.3719757,45.4512057,,,,,,,,FR
,fitness,4.3734677,45.451444,,,,,,,,FR
Ikébana,,5.1681847,45.626538,,,https://www.ikebana-fitness.com/,,,,,FR
Centre Vie en Yoga,,5.7236589,45.1827789,,,https://www.vie-en-yoga.com/,Allée Henri Frenay,,30c,38000.0,FR
Keep Cool,fitness,1.8529951,47.8975731,,,,Rue de la Chistera,La Chapelle-Saint-Mesmin,6,45380.0,FR
Cocktail Fitness,fitness,1.3037594,43.6008948,,,,Chemin de l'Echut,Colomiers,25,31770.0,FR
Piscine municipale,,2.8715533,48.1722209,,,,,,,,FR
,fitness,2.2574576,48.8258796,,,,,,,,FR
Iron Bodyfit,,5.7225543,45.1721299,"Mo-Fr 10:00-14:00,16:00-20:00; Sa 09:00-13:00",,,,,,,FR
L'Orange Bleue,,-0.806357,48.0666903,,,,Boulevard Louis Armand,,83,53940.0,FR
Moving de Thiais,,2.3739206,48.7520726,Mo-Su 10:00-22:00,,,Rue des Alouettes,,3,94320.0,FR
Barres parallèles,fitness,-2.0609437,47.6598277,,,,,,,,FR
Echelle,fitness,-2.0607934,47.6603928,,,,,,,,FR
Abdominaux,fitness,-2.0613418,47.6597886,,,,,,,,FR
Barres à sauter,fitness,-2.060173,47.6597908,,,,,,,,FR
Perches,fitness,-2.0593076,47.6598076,,,,,,,,FR
Abdos,fitness,-2.0588408,47.6599962,,,,,,,,FR
Tractions,fitness,-2.0593776,47.6600769,,,,,,,,FR
,fitness,7.781589,48.5906642,,,,,,,,FR
Fitness Park,,55.4451532,-21.3212456,,,,,,,,FR
Gymnase La Condamine,,3.850688,43.6174081,,,,,,,,FR
Centre aquatique de Neuilly-sur-Seine,,2.2743765,48.8869944,Mo-Su 09:00-21:00,,,Boulevard d'Inkermann,,27-31,92200.0,FR
Push-pull,fitness,2.454223,48.8593643,,,,,,,,FR
Fitness Park,,2.4342478,48.8565306,,,,Rue du Colonel Raynal,,13,93100.0,FR
Fitness Park,,-0.7967102,48.0822892,,,,,,,,FR
Studio 100% Yoga,,-0.5951058,47.4680646,,,,,,,,FR
Espace le Club,fitness,3.880556,43.5636077,,,,,,,,FR
Kâyastha Yoga,yoga,2.335824,48.8238933,Mo-Su 09:30-21:30,,,,,,,FR
Basic-Fit,,1.4042131,43.5842363,,,https://www.basic-fit.com/fr-fr/home,Rue Joachim du Bellay,Toulouse,5,31100.0,FR
SunForm,,0.7382923,44.4071938,,,,,,,,FR
Training Arena 33,,-0.5444992,44.8499244,Mo-Su 06:00-23:00,,,Avenue Thiers,Bordeaux,296,33100.0,FR
Wake Up Form,,3.9327364,43.5855959,06:00-23:00,,https://www.wakeupform.fr/club/lattes,Rue Louis Lumière,Lattes,93,34970.0,FR
100% Forme,,2.043616,48.9290057,,,,Rue du Général de Gaulle,,95,78300.0,FR
Viv'eden,,0.1234131,49.4998797,,,,Rue Maréchal Joffre,Le Havre,77,76600.0,FR
Fitness Park Colomiers,,1.3058041,43.6051368,,,,,,,,FR
Privilège coaching - Sébastien Flaig,,7.0895536,43.6025133,Mo-Sa 07:30-22:00; Su 10:00-13:00,,https://www.coach-flaig-sebastien.com/,Chemin de Saint-Claude,,2551,6600.0,FR
Basic-Fit,,4.8614509,45.7601691,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00; PH 09:00-16:00",,,,,,,FR
Basic-Fit,,6.205133,48.6811739,,,,,,,,FR
Neoness,,2.3179639,48.8387401,,,,,,,,FR
Salle de Fitness-Musculation,,2.9579217,50.5897439,,,,,Santes,,,FR
,,5.4920598,47.086131,,,,,,,,FR
Basic-Fit,,5.9264085,48.6722717,Mo-Fr 06:00-22:30; Sa-Su 09:00-19:00,,https://www.basic-fit.com/fr-fr/salle-de-sport/basic-fit-dommartin-les-toul-rue-de-la-haye-plaisante-ce869b9a321e494f85e0e6e69b3433de.html,,,,,FR
L'Orange Bleue,,-1.5420591,43.4644602,,,https://www.lorangebleue.fr/clubs/biarritz/,Rue Chapelet,,28,,FR
Wefit.club Loudun,,0.069326,46.9989718,"Mo-Fr 09:00-12:30, 14:00-19:00; Sa 09:00-12:00",+33 5 49 22 58 25,https://wefit.club/wefitclub-loudun,,,,,FR
Spirit of Fitness,,5.9264871,45.5656606,,,,Rue de la Banque,Chambéry,3,73000.0,FR
Amazonia,,2.0908959,48.8959061,Mo-Su 06:00-23:00,,https://www.amazonia.com/,Rue des Joueries,,5,78100.0,FR
Keepcool,,55.4761276,-21.3145333,,,,,,,,FR
New Training,,2.2415164,48.8322285,Mo-Fr 07:00-22:00,,,,,,,FR
Basic-Fit,,3.9580173,43.6507314,Mo-Fr 08:00-22:30; Sa-Su 09:00-16:00,,https://www.basic-fit.com/fr-fr/salle-de-sport/basic-fit-vendargues-route-nationale-f822c8ff283f426796be216bd0950c1c.html,Avenue de Saint-Aunès,Vendargues,200,34740.0,FR
,,-61.5623291,16.0475503,"Mo-Fr 08:30-12:00, Mo-Fr 15:00-20:00",,,,,,,FR
Dojo d'Aikido Lyon Masséna,,4.8542004,45.7664665,,,,,,,,FR
L'Orange Bleue,,2.2376005,48.8805406,Mo-Fr 09:30-21:00; We 17:00-21:00; Sa 09:30-12:30,,,,,135,,FR
So Good,gymnastics,5.859999,43.1271926,,,,"Lieu-dit Piedardan, avenue Jean Monnet",Ollioules,1242,83190.0,FR
,fitness,7.7727791,48.5744436,,,,,,,,FR
Sunform,,0.6283438,44.1803108,,,,,,,,FR
Vithalia,,1.5684149,45.1685794,,,,,,,,FR
On Air,,2.3053122,48.8997293,,,,,,73,,FR
La Salle,,5.8581529,43.1272834,,,,Avenue Jean Monnet,Ollioules,998,83190.0,FR
Magic Form,,2.1898618,48.8100377,Mo-Fr 09:00-22:00; Sa 09:00-18:00; Su 10:00-14:00,,,,Chaville,,92370.0,FR
Mon Gymnase,,5.7207145,45.1916802,,,,,,,,FR
Gigafit Design,fitness,2.2861143,48.9686323,Mo-Su 06:00-23:00,,,,,,,FR
Studio Powerfit,,5.7190292,45.1832505,"Mo-Th 08:30-14:00,17:00-20:00; Fr 08:30-14:00; Sa 09:00-13:00",,,,,,,FR
Le Tournesol,yoga;chi_gong,-1.5499681,47.1893068,,,,Rue de la Commune de 1871,Rezé,55,44400.0,FR
Elancia,fitness,-1.4843456,47.2679627,,,https://www.elancia.fr/mon-club-SALLE-DE-SPORT-A-CARQUEFOU--NANTES-8.html,,,,,FR
Basic-Fit,,3.5507405,47.8463583,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00; PH 09:00-16:00",,https://www.basic-fit.com/,,,,,FR
Body Hit,,2.4352576,48.847762,,,,,,,,FR
,,-0.3343598,44.7725229,,,,,,,,FR
,,-61.3658854,16.3333449,,,,,,,,FR
O Fluence Sport,,4.8135585,45.722533,,,https://www.ofluence-sport.com,Chemin du Pras,,50,69350.0,FR
Coaching sportif,,1.0520143,49.4659768,,,,,,,,FR
Keep Cool,,3.8495037,43.5737444,"Mo-Su,PH 06:00-23:00",,,,,,,FR
FreeNess,,3.8488234,43.5794707,,,,,,,,FR
Ener'Gym,,3.8514406,43.5722183,,,,,,,,FR
Body Fitclub,,1.6139234,50.7135726,,,,,,,,FR
Basic-Fit,,0.1990082,48.0026516,Mo-Fr 06:00-22:30; Sa-Su 09:00-19:00,,,,,,,FR
BodyHit Electro Stimulation,,2.8330924,49.4109291,"Mo-Th 08:30-14:00,15:30-21:00; Fr 08:30-14:00,15:30-20:00; Sa 09:00-14:00",,,Rue Saint-Lazare,,25,,FR
,,8.7304527,41.9148503,,,,,,,,FR
Fit4Health,,3.2794004,50.3432528,,,,,,,,FR
Elancia,,3.1310866,45.779646,,,,,,,,FR
L'Orange Bleue,,-1.6726439,48.118651,"PH,Mo-Su 06:00-23:00",,https://www.lorangebleue.fr/clubs/rennes-fac-de-droit/,,,,,FR
Kikentai,,2.3851061,48.8873017,,,https://kikentai.eu/,Avenue Jean Jaurès,Paris,145,75019.0,FR
Vital Yoga,yoga,0.620471,49.0997484,,,,Allée des Châteaux,Menneval,41 bis,27300.0,FR
Blue Box,,2.7322832,47.9943802,,,,,,,,FR
Up2You,,6.1127674,46.2581115,Mo-Su 06:00-23:00,,,,,,,FR
,weightlifting,-1.3252537,48.5251751,,,,,,,,FR
Liberty Gym,,2.2514144,48.7687918,,,,,,,,FR
Run Up Forme,,3.8770337,43.6263582,,,,,,,,FR
,,1.3025318,43.7543466,,,,,,,,FR
Fitness Park,fitness,2.4149982,48.9172884,Mo-Su 00:00-24:00,,,Avenue de Stalingrad,Bobigny,225,93000.0,FR
Fitness Park,,5.7293335,45.1895544,Mo-Su 06:00-23:00,,,,,,,FR
Freeness,,5.2033338,43.4061755,Mo-Fr 09:00-20:30; Sa 09:00-13:00,,,Allée de la Palun,Marignane,4,13700.0,FR
Basic-Fit,,3.2886558,48.1765515,,,,,,,,FR
Basic-Fit,,5.0042353,47.3184412,,,,,,,,FR
Coach access,,1.4834535,48.4430355,,,,Rue du Docteur Maunoury,Chartres,11,28000.0,FR
crossfit Nouméa,,166.474313,-22.2713014,Mo-Sa 06:00-20:00,,http://www.crossgym.nc,Rue de la Brillante,,2,98800.0,FR
Moving,fitness,2.2598217,48.8018999,Mo-Th 09:00-22:00; Fr 09:00-21:30; Sa 09:00-18:00; Su 10:00-13:00,+33 1 47 36 68 37,http://www.movingclamart.fr/,Rue de Meudon,Clamart,28,92140.0,FR
Aire de Fitness,fitness,-0.0982242,48.4014071,,,,,,,,FR
Aquabike,,-0.5758584,44.8390172,,,,,,,,FR
Fitness House,multi,7.1211448,43.5815519,Mo-Su 06:00-23:00,,https://www.fitness-house.fr/,Avenue Tourre,Antibes,3,6600.0,FR
L'Orange Bleue,,-1.2621611,47.0863762,,,https://www.lorangebleue.fr/clubs/clisson-getigne/,,,,,FR
Fitness Park,,2.3757194,48.8293424,Mo-Fr 08:30-21:30; Sa 09:00-19:00; Su 10:00-16:00,,,,,,,FR
L'appart Fitness,,4.8416864,45.7605435,,,,,,,,FR
RAR Crossfit,,2.2902319,48.884562,Mo-Fr 09:00-22:00; Sa 09:00-16:00,,,Boulevard Gouvion-Saint-Cyr,,15,,FR
Rondin d'étirement,fitness,6.1648971,48.7292951,,,,,,,,FR
Slalom,fitness,6.1674874,48.7291016,,,,,,,,FR
Barres parallèles,fitness,6.1659105,48.7291546,,,,,,,,FR
Échelle horizontale,fitness,6.1685268,48.7286872,,,,,,,,FR
Espalier,fitness,6.1677103,48.7285588,,,,,,,,FR
Poutre d'équilibre,fitness,6.1648034,48.7291779,,,,,,,,FR
Barres fixes,fitness,6.16932,48.7282439,,,,,,,,FR
Abdominaux,fitness,6.1693775,48.7285838,,,,,,,,FR
Haies à sauter,fitness,6.1686039,48.7289283,,,,,,,,FR
Ressort sur chaque jambe,fitness,6.1666291,48.7295344,,,,,,,,FR
Rotation du tronc,fitness,6.1659651,48.7294153,,,,,,,,FR
Levé de jambe,fitness,6.1652665,48.729317,,,,,,,,FR
Runup,,3.9745699,43.6507385,06:00-23:00,,https://www.runupforme.fr/club-saint-aunes/,Avenue des Romarins,Saint-Aunès,361,34130.0,FR
Chartrons Boxe,,-0.5752299,44.8549495,,,,,,,,FR
KeepCool,,5.090736,47.3124115,,,,,,,,FR
,fitness,-1.7436578,48.0981918,,,,,,,,FR
,fitness,-1.7418088,48.0980723,,,,,,,,FR
Actiform,,3.1707241,43.306895,,,,,,,,FR
Fitlane Villeneuve A8,fitness,7.1318315,43.640599,,,,,,,,FR
Centre sportif du bon pasteur,,7.7784899,48.5882445,,,,,,,,FR
,fitness,4.3743196,45.4519846,,,,,,,,FR
Vita Liberté,,-0.5723431,44.8364165,06:00-23:00,,https://www.vitaliberte.fr/,Place de la Ferme de Richemont,Bordeaux,1,33000.0,FR
opal form,fitness,1.6061653,50.7248643,,,https://www.opalform.fr/,Rue Monsigny,Boulogne-sur-Mer,,62200.0,FR
Waf,,6.1693934,48.7095752,,,https://www.waf-forme.fr/,,,,,FR
,fitness,-0.6249666,44.7923007,,,,,,,,FR
,fitness,-0.5985133,44.7925808,,,,,,,,FR
,fitness,-0.598469,44.7924968,,,,,,,,FR
,fitness,-0.5985228,44.7924569,,,,,,,,FR
,fitness,-0.5984392,44.7924451,,,,,,,,FR
L'Entracte,fitness;multi,5.6965521,46.847145,,,http://www.lentracte.sitew.org,Rue Roger Thirode,Poligny,,39800.0,FR
Basic-Fit,fitness,3.923871,43.6356631,Mo-Fr 06:00-22:30; Sa-Su 09:00-19:00,,,Route de Nîmes,Castelnau-le-Lez,275,34170.0,FR
Genae Lyon-Bron,,4.9287884,45.7256385,"Mo-Fr 06:30-22:30; Sa,Su 08:00-20:00",,http://bron.genaeclub.com/,,,,,FR
Studio KF Pilates,pilates,7.5946294,48.3695928,,,https://www.kf-pilates.com/,,,,,FR
Yogang,yoga,-1.6613535,43.386673,Mo-Su 09:00-21:00,,https://yogang.fr/yogang-saint-jean-de-luz/,Avenue Joachim Labrouche,Saint-Jean-de-Luz,7,64500.0,FR
Tenis Club,,-3.498219,48.824721,,,,,,,,FR
Salle Municipale de Boxe,boxing,2.2377218,48.7268272,,,,,,,,FR
Fitness Park,,-1.6814646,48.1079376,Mo-Fr 07:00-22:00; Sa-Su 09:00-22:00,,https://www.fitnesspark.fr/club/rennes-liberte/,Boulevard de la Liberté,Rennes,36,35000.0,FR
Kid Fitness,,1.4376394,43.6117524,"Mo-Fr 09:30-12:30,16:30-19:30; Sa 09:30-12:30",,,Rue de Toul,Toulouse,9,31000.0,FR
Freeness,,3.1110364,45.7998564,24/7,,,,,,,FR
