name,sport,longitude,latitude,opening_hours,contact:phone,website,addr:street,addr:city,addr:housenumber,addr:postcode,addr:country,processed
CMG Sports Club,fitness,2.3064993,48.8412887,,+33 1 47 83 99 45,,Rue de Vaugirard,Paris,,75015.0,FR,True
L'Olympe,fitness,-0.5297781,46.8441358,,,,Rue des Métiers,Bressuire,1,79300.0,FR,True
4Fit,,5.4272301,43.2976365,,,,Rue Louis Reybaud,Marseille,,13012.0,FR,True
Domyos,,3.0833848,50.617941,,,,Rue du Professeur Langevin,Lille,4,59000.0,FR,True
WellNess,,4.8524991,45.7516682,,,,Rue Rachais,Lyon,,69007.0,FR,True
L'Appart Fitness,,4.8304062,47.0203596,,,,Rue du Faubourg Bretonnière,Beaune,,21200.0,FR,True
Atelier sportif N°,fitness,3.8376832,43.7123253,,,,Parcours de Santé,Saint-Clément-de-Rivière,,34980.0,FR,True
Atelier sportif N°,fitness,3.8378727,43.7130488,,,,Parcours de Santé,Saint-Clément-de-Rivière,,34980.0,FR,True
Atelier sportif N°,fitness,3.8378861,43.7136323,,,,Parcours de Santé,Saint-Clément-de-Rivière,,34980.0,FR,True
,,-3.7511789,47.8580837,,,,Rue Émile Bernard,Nizon,,29930.0,FR,True
Fight Room Belleville,boxing,2.3741442,48.8732079,,,https://fightroom.fr/,Rue du Chalet,Paris,,75010.0,FR,True
Magic Form,,2.3380691,48.7953031,"Mo,We,Fr 09:00-21:00; Tu,Th 09:00-22:00; Sa 10:00-17:00; Su 10:00-14:00",,https://www.magicformcachan.fr/,Rue Cousté,Cachan,13,94230.0,FR,True
CMG Sports Club,fitness,2.2970189,48.8471194,,+33 1 45 75 34 00,,Rue Frémicourt,Paris,,75015.0,FR,True
CMG Sports Club,fitness,2.3296439,48.8319417,,,https://www.cmgsportsclub.com/clubs/one/denfert,Avenue du Général Leclerc,Paris,28,75014.0,FR,True
easyGym Paris Palais Royal,fitness,2.3398249,48.8619441,,+33 1 40 20 03 03,,Rue Saint-Honoré,Paris,,75001.0,FR,True
CMG Sports Club,fitness,2.3477532,48.8712751,,+33 1 53 34 96 60,,Voie G/9,Paris,,75009.0,FR,True
CMG Sports Club,fitness,2.2847102,48.8805756,,+33 1 40 68 00 21,,Place du Général Kœnig,Paris,,75017.0,FR,True
CMG Sports Club,fitness,2.2854033,48.8778535,,+33 1 45 74 14 04,,Rue du Débarcadère,Paris,,75017.0,FR,True
CMG Sports Club,fitness,2.3987565,48.846362,,,https://www.cmgsportsclub.com/,Rue des Colonnes du Trône,Paris,16,75012.0,FR,True
CMG Sports Club,fitness,2.3875235,48.8332742,,,https://www.cmgsportsclub.com/,Rue des Pirogues de Bercy,Paris,,75012.0,FR,True
CMG Sports Club,fitness,2.2598207,48.8469752,,,https://www.cmgsportsclub.com/,Rue Chanez,Paris,11,75016.0,FR,True
CMG Sports Club,fitness,2.2425937,48.8927518,,,https://www.cmgsportsclub.com/,Place de la Coupole - Jean Millier,Courbevoie,56,92400.0,FR,True
Parcours de Santé,fitness,1.63505,47.1545,,,,D 960,Poulaines,,36210.0,FR,True
Viv'Eden,,2.7881665,49.3885662,Mo-Su 06:00-23:00,,https://www.viveden.com/compiegne.php,Avenue Henri Adnot,Compiègne,3,60200.0,FR,True
Enjoy by FKC,,2.3806617,48.8927777,,,,Rue de Nantes,Paris,43,75019.0,FR,True
Ritm - Ternes,,2.290025,48.879407,Mo-Fr 07:00-22:00; Sa-Su 09:00-19:00,+33 1 80 49 09 20,,Avenue des Ternes,Paris,,75017.0,FR,True
Les Cercles de la Forme,fitness,2.3279687,48.876168,,,https://www.cerclesdelaforme.com/,Rue Saint-Lazare,Paris,94,75009.0,FR,True
Les Cercles de la Forme,fitness,2.3689022,48.8637723,,,https://www.cerclesdelaforme.com/,Rue de Malte,Paris,9,75011.0,FR,True
Les Cercles de la Forme,fitness,2.388118,48.8494268,Mo-Fr 07:00-22:30; Sa-Su 09:00-19:00,,https://www.cerclesdelaforme.com/,Rue du Faubourg Saint-Antoine,Paris,228,75012.0,FR,True
Les Cercles de la Forme,fitness,2.3299657,48.8401199,,,https://www.cerclesdelaforme.com/,Boulevard Raspail,Paris,226,75014.0,FR,True
Les Cercles de la Forme,fitness,2.3056215,48.8437095,,+33 1 47 83 92 54,,Rue Lecourbe,Paris,,75015.0,FR,True
Les Cercles de la Forme,fitness,2.2873449,48.8338945,,+33 1 55 76 10 00,,Rue du Hameau,Paris,,75015.0,FR,True
Les Cercles de la Forme,fitness,2.2741964,48.8692618,,+33 1 45 04 04 03,,Boulevard Lannes,Paris,,75116.0,FR,True
Les Cercles de la Forme,fitness,2.3240417,48.8831594,,,https://www.cerclesdelaforme.com/,Rue Abel-Truchet,Paris,,75017.0,FR,True
Les Cercles de la Forme,fitness,2.2903897,48.8805835,,+33 1 40 55 00 17,,Rue Guersant,Paris,,75017.0,FR,True
Les Cercles de la Forme,fitness,2.3464068,48.8965215,,,https://www.cerclesdelaforme.com/,Rue du Mont Cenis,Paris,127,75018.0,FR,True
Fitline,,6.6405727,43.2720469,,,,Rue du Portail Neuf,Saint-Tropez,24,83990.0,FR,True
L'Orange Bleue,,-1.1878172,48.1211247,Mo-Fr 09:30-21:00; Sa 09:30-12:30,,,Avenue d'Helmstedt,Vitré,,35500.0,FR,True
Yoga-Home Center,yoga,-1.2126255,48.1238449,,,,Rue de la Poterie,Vitré,,35500.0,FR,True
Neoness,fitness,2.3738749,48.8815466,,,,Rue Bouret,Paris,,75019.0,FR,True
,fitness,-0.6722865,44.8735459,,,,Allée Magdeleine Jarousse de Sillac,Le Haillan,,33185.0,FR,True
Basic-Fit,,5.5036755,47.1099915,,,,Rue François-Xavier Bichat,Dole,4,39100.0,FR,True
Proform,fitness,7.0903944,43.5732951,,,,Place André Malraux,Antibes,,6160.0,FR,True
Bodyhit,fitness,-1.6774173,48.1141927,"Mo-Fr 08:30-14:00, 16:00-21:00; Sa 09:00-12:00, 13:00-15:00",+33 7 67 37 95 64,https://bodyhit.fr/bodyhit-club-rennes-hoche/,Rue Hoche,Rennes,15,35000.0,FR,True
,fitness,4.8420111,46.3060858,,,,Rue du Pré Paquier,Saint-Laurent-sur-Saône,,1750.0,FR,True
,fitness,4.8420558,46.3060893,,,,Rue du Pré Paquier,Saint-Laurent-sur-Saône,,1750.0,FR,True
,fitness,4.8421005,46.3060911,,,,Rue du Pré Paquier,Saint-Laurent-sur-Saône,,1750.0,FR,True
,fitness,4.8407015,46.3088359,,,,Quai Bouchacourt,Saint-Laurent-sur-Saône,,1750.0,FR,True
,fitness,4.8407467,46.3089057,,,,Quai Bouchacourt,Saint-Laurent-sur-Saône,,1750.0,FR,True
,fitness,4.8408165,46.3090073,,,,Quai Bouchacourt,Saint-Laurent-sur-Saône,,1750.0,FR,True
Basic-Fit,,5.6714322,45.1972033,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00; PH 09:00-16:00",,,Boulevard Paul Langevin,Fontaine,,38600.0,FR,True
,fitness,1.9206235,47.8987721,,,,Chemin de Halage,Orléans,,45000.0,FR,True
Beynost Evasion,fitness,4.9939237,45.8328766,"PH,Mo-Su 06:00-23:00",,https://www.beynost-evasion.fr/,Impasse du Sermoraz,Beynost,66,1700.0,FR,True
L'Appart Fitness,,2.3939708,48.879237,,,,Rue de Bellevue,Paris,,75019.0,FR,True
L'Orange Bleue,,0.5869908,49.0774056,,,,Rue des Canadiens,Bernay,15,27300.0,FR,True
Best Training,fitness,2.2594385,48.8373174,,,,Boulevard Murat,Paris,,75016.0,FR,True
Body Next,,2.2571385,48.7769107,,,,Avenue Charles de Gaulle,Le Plessis-Robinson,,92350.0,FR,True
CasaYoga,yoga,2.3549541,48.87475,,,http://www.casayoga-paris.fr/,Rue de Paradis,Paris,,75010.0,FR,True
,fitness,6.9691374,43.5503179,,,,Boulevard Étienne Astegiano,Cannes,,6150.0,FR,True
Fitness Pass,,3.0397559,50.6494965,Mo-Su 06:30-22:30,,,Avenue Becquart,Lambersart,,59130.0,FR,True
Basic-Fit,fitness,-0.5321988,44.7883078,Mo-Fr 08:00-23:00; Sa 09:00-17:00; Su 09:00-14:00,,https://www.basic-fit.com/fr-fr/salle-de-sport/basic-fit-villenave-d%60ornon-avenue-du-7eme-art-4029a08aae1b43a283cf0ed46e45b644.htm,Avenue du 7e Art,Villenave-d'Ornon,4,33140.0,FR,True
Basic-Fit,,3.2903372,49.8629242,,,,Rue Georges Pompidou,Saint-Quentin,,2100.0,FR,True
Océania,fitness,-0.4909987,43.8657873,Mo-Su 7:00-23:00,,https://www.oceania-club.fr/,Rue Gladys,Saint-Pierre-du-Mont,144,40280.0,FR,True
Wefit.club St Avertin,,0.7171028,47.3657053,"Mo 15:00-20:00; Tu-Th 09:30-13:30, 16:00-20:00; Fr 09:30-13:30, 16:00-18:30; Sa 10:00-12:30",+33 2 47 26 58 27,https://wefit.club/wefitclub-saint-avertin,Avenue du Lac,Saint-Avertin,,37550.0,FR,True
M-Coaching,,5.7310459,45.185718,,,,Boulevard Maréchal Lyautey,Grenoble,21,38000.0,FR,True
,boxing,2.33087,48.94484,,,,Promenade des Impressionnistes,L'Île-Saint-Denis,,93450.0,FR,True
,fitness,3.834664,46.906411,,,,Allée de la Chapelle,Saint-Honoré-les-Bains,,58360.0,FR,True
Neoness,,2.2842075,48.845331,Mo-Fr 07:00-22:00; Sa 09:00-19:00; Su 09:00-17:00,,,Rue Saint-Charles,Paris,,75015.0,FR,True
,fitness,-0.5310877,44.8389772,,,,Avenue de la Libération,Floirac,,33270.0,FR,True
Parcours de santé,fitness,6.781829,43.6324352,,,,Chemin du Stade,Montauroux,,83440.0,FR,True
Midtown Studio,,2.2978909,48.8697077,,,,Rue de Bassano,Paris,,75116.0,FR,True
Basic-Fit,,2.2752815,48.9273823,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00; PH 09:00-16:00",,,Avenue de la Redoute,Asnières-sur-Seine,,92600.0,FR,True
Manashanti Yoga,yoga,2.1857996,48.7972327,,,https://www.manashantiyoga.fr/,Rue Albert Perdreaux,Vélizy-Villacoublay,24 bis,78140.0,FR,True
Studio Hit,,2.125532,48.7955876,"Mo-Fr 10:00-14:00,15:30-20:30; Sa 10:00-16:00",,,Rue Royale,Versailles,,78000.0,FR,True
Orange Bleue,fitness,-0.5538804,47.474005,,,,Rue Boisnet,Angers,,49100.0,FR,True
L'Appart Fitness,,4.8376767,45.7680154,,,,Place Louis Pradel,Lyon,,69001.0,FR,True
Flexion - Extension des bras,fitness,7.1945811,47.9055591,,,,Chemin du Vallon,Gebweiler,,68500.0,FR,True
L’Orange Bleue,,0.6979227,47.4351813,"Mo-Su,PH 06:00-23:00",,,Avenue Gustave Eiffel,Tours,,37100.0,FR,True
Studio Gymbox,fitness,-1.5537329,47.2052801,Mo-Th 07:00-21:00; Fr 07:00-15:00,+33 6 89 67 44 68,,Boulevard Babin-Chevaye,Nantes,,44007.0,FR,True
Amazonia,,7.3414559,48.0639484,,,,Route de Rouffach,Colmar,,68000.0,FR,True
L'Orange Bleue,fitness,-1.6891887,47.8580765,,+33 9 83 32 09 01,,Rue des Estuaires,Bain-de-Bretagne,23,35470.0,FR,True
Iyengar Shakti,yoga,3.8768047,43.6125855,,,,Rue de l'Université,Montpellier,18,34000.0,FR,True
KeepCool,fitness,-1.5918164,47.2410009,,,,Avenue de l'Ille,Orvault,,44700.0,FR,True
,fitness,4.0886215,43.5612397,,,,Allée Pierre Pillet,La Grande-Motte,,34280.0,FR,True
Fitness Park,,2.3211333,48.7956234,Mo-Su 06:00-23:00,,,Avenue Aristide Briand,Bagneux,,92220.0,FR,True
Magic Form,fitness,2.2595372,48.9055684,Mo-Fr 06:00-22:00; Sa-Su 09:00-18:00,+33 1 46 35 55 32,https://magic-form.fr/,Rue du Moulin des Bruyères,Courbevoie,33,92400.0,FR,True
Planète Fitness,fitness,4.3652192,45.46944,06:00-23:00,,https://www.club-planetefitness.com/gym/salle-de-sport-saint-etienne-villars,Rue de l'Artisanat,Villars,5,42390.0,FR,True
Le Cercle Saint-Jacques,,2.3374329,48.8316452,"Mo-Fr 07:30-22:00, Sa-Su 09:00-18:30",,https://www.cerclesdelaforme.com/,Rue Émile Dubois,Paris,,75014.0,FR,True
Pilates Sensations,fitness,-0.5826314,47.4995348,,,,Rue Georges Legagneux,Avrillé,,49240.0,FR,True
,,3.9130933,43.6072538,,,,Avenue du Mondial 98,Montpellier,,34965.0,FR,True
Fitness Plaza,,-52.3320825,4.8871553,Mo-Fr 06:30-22:00; PH off; Sa 06:30-20:00; Su 08:00-17:00,,,,Matoury,,97351.0,FR,True
Objectif Forme,,1.0105987,47.1281534,,,,Jardin de l’Abbaye,Beaulieu-lès-Loches,,37600.0,FR,True
aqua by,,2.3544116,48.8680988,,,https://aqua-by.com/nos-studios/studio-reaumur/,Rue Notre-Dame-de-Nazareth,Paris,82,75003.0,FR,True
,fitness,6.014987,47.3260339,,,,Rue du Village,Devecey,,25870.0,FR,True
Basic-Fit,,5.0156615,47.2822902,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00; PH 09:00-16:00",,,M 122A,Chenôve,,21300.0,FR,True
Liberty Gym,athletics,2.3881923,48.8386474,"Mo-Su,PH 06:00-23:00",,,Boulevard de Bercy,Paris,64,75012.0,FR,True
VitaForm,fitness,6.1494547,49.0795932,Mo-Fr 09:00-21:00; Sa 09:00-12:30; Su 10:00-12:00,,https://www.vitaform-57.fr/,Rue des Garennes,Marly,,57155.0,FR,True
Basic-Fit Metz-Augny,fitness,6.105111,49.0760355,Mo-Fr 08:00-22:30; Sa-Su 09:00-16:00,,https://www.basic-fit.fr/clubs/metz-augny,Rue du Bois d'Orly,Augny,,57685.0,FR,True
Fitness Park,fitness,7.1318885,43.6264939,,,,Route Nationale 7,Villeneuve-Loubet,,6270.0,FR,True
Fitness Park,,2.12351,49.4086577,Mo-Su 06:00-23:00,,https://www.fitnesspark.fr/club/allonne,Avenue Paul Gréber,Allonne,3,60000.0,FR,True
Gigafit,,2.1186051,49.4099373,Mo-Su 06:00-23:00,,https://www.gigafit.fr/club/beauvais,Rue Ferdinand de Lesseps,Beauvais,14,60000.0,FR,True
Club Belinann,,2.7489475,48.8595809,Mo-Fr 09:00-22:00; Sa 09:00-18:00; Su 09:00-13:00,+33 1 64 76 07 90,https://www.clubbelinann.fr/,Route de Provins,Chanteloup-en-Brie,,77600.0,FR,True
Keep cool,,-4.10815,48.0010692,,,,Rue de la Providence,Quimper,67,29000.0,FR,True
,fitness,3.9317846,43.5331267,,,,Rue de la Tramontane,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9313507,43.5332944,,,,Allée des Loisirs,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9317519,43.5335861,,,,D 62E2,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9306581,43.5336828,,,,Allée des Loisirs,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9303564,43.5339644,,,,Allée des Loisirs,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9299295,43.5341642,,,,Allée des Loisirs,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9317597,43.5344158,,,,D 62E2,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9291809,43.5344943,,,,D 62E2,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.931047,43.5345573,,,,D 62E2,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9296244,43.5346012,,,,D 62E2,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9299973,43.5348314,,,,D 62E2,Palavas-les-Flots,,34250.0,FR,True
,fitness,3.9304077,43.5349418,,,,D 62E2,Palavas-les-Flots,,34250.0,FR,True
L'Espace Cardio,,4.4073797,45.4254197,08:00-21:00,,,Rue de la Convention,Saint-Étienne,4 ter,42100.0,FR,True
Basic-Fit,,4.3901074,45.4368801,,,,Avenue de la Libération,Saint-Étienne,,42000.0,FR,True
KeepCool,,4.7425795,45.7477943,06:00-23:00,,https://www.keepcool.fr/salle-de-sport/craponne/,Rue des Lilas,Craponne,,69290.0,FR,True
KeepCool,,3.141223,50.6672127,,,,Chemin Bayer,Villeneuve-d'Ascq,,59491.0,FR,True
Mur d'escalade,fitness,6.2103877,48.6654842,,,,Rue de l'Ermitage,Jarville-la-Malgrange,,54140.0,FR,True
CMG Sports Club,,2.305823,48.8732504,,,,Rue de Berri,Paris,,75008.0,FR,True
KeepCool,,6.1446397,49.0782447,,,,Rue de Metz,Marly,,57155.0,FR,True
Olympic Center,,-1.053132,45.6481066,,,https://www.olympik-center.com/,Rue de la Roche,Vaux-sur-Mer,,17640.0,FR,True
Neoness,fitness,2.3596416,48.8395086,,,http://www.neoness-forme.com/salles-sport-fitness/salle-sport-paris-5.htm,Boulevard Saint-Marcel,Paris,,75005.0,FR,True
,fitness,6.2106731,48.6651197,,,,Rue de l'Ermitage,Jarville-la-Malgrange,,54140.0,FR,True
L'Orange Bleue,,5.8861064,45.6148428,,,,Rue Pierre et Laurent Ramus,Chambéry,,73000.0,FR,True
L'Orange Bleue,fitness;exercise;yoga;multi,-1.3287994,46.9687774,,,http://www.lorangebleue-bouffere.fr/,Rue Alfred Nobel,Montaigu-Vendée,2,85600.0,FR,True
L'Appart Fitness,,5.6790971,45.2414763,"Mo-Fr 09:00-13:30,17:00-20:30; Sa 09:00-12:30",,https://www.lappartfitness.com/clubs/saint-egreve-38120,Rue Louis Neel,Saint-Égrève,,38120.0,FR,True
Fréquence Forme,,3.166444,46.9960642,,,http://www.frequence-forme.fr,Rue des Renardats,Nevers,33,58000.0,FR,True
Basic-Fit,,-2.0604736,48.6142146,,,,Avenue du Maréchal Juin,Pleurtuit,,35730.0,FR,True
Keep cool,fitness,5.2265374,43.4175025,,,,Avenue du 8 Mai 1945,Marignane,,13700.0,FR,True
Guide d'Entraînement Lappset Gym,gymnastics,2.3800705,51.0126165,,,,Rue des Forts,Coudekerque-Branche,,59210.0,FR,True
Basic-Fit,,5.4333575,43.3281055,Mo-Fr 06:00-22:30; Sa-Su 09:00-19:00,,https://www.basic-fit.com/fr-fr/salle-de-sport/basic-fit-marseille-avenue-des-olives-9841925115714d628a3037c504378cf7.html,Avenue des Olives,Marseille,34,13013.0,FR,True
L'Orange Bleue,fitness,2.3150331,48.8145718,"Mo-Tu, Th-Fr 17:00-21:00; We 10:00-21:00; Sa 09:30-12:30",,https://www.lorangebleue.fr/clubs/montrouge/,Rue de Saisset,Montrouge,,92120.0,FR,True
L'Orange Bleue,,6.2470817,49.1121745,Mo-Tu 09:30-21:00; We 17:00-21:00; Th-Fr 09:30-21:00; Sa 09:30-12:30,+33 9 54 37 97 26,http://www.salle-de-sport-metz-lorangebleue.com,Rue des Drapiers,Metz,14,57070.0,FR,True
L'Appart Fitness,fitness,3.0893712,45.781045,,,,Rue Notre-Dame-du-Port,Clermont-Ferrand,,63000.0,FR,True
Le Singe,,1.4491939,43.5981392,,,https://www.lesingeyogastudio.com/,Rue Ninau,Toulouse,,31000.0,FR,True
Training Academy,,-0.6681884,44.8364945,,+33556460392,,Avenue Henri Vigneau,Mérignac,59,33700.0,FR,True
Fight'ness Gym,,5.3680794,43.4188624,Mo-Th 10:00-22:00; Fr 10:00-21:00; Sa 10:00-16:00,+33621235192,https://www.fightness-gym.fr/,Chemin de la Charbonnière,Les Pennes-Mirabeau,,13170.0,FR,True
Culture sports,fitness,-2.7980457,47.6837819,,,,Goah Er Vran,Plescop,,56890.0,FR,True
50 Nuances de Pole,pole_dance;fitness,2.2925974,49.8921807,,,,Rue Albert Roze,Amiens,,80000.0,FR,True
L'Orange Bleue,,2.2934682,49.8967416,,,,Rue Henriette Dumuin,Amiens,,80000.0,FR,True
Run Up,,3.9276993,43.638787,06:00-23:00,,https://www.runupforme.fr/club-castelnau-le-lez,Avenue de l'Aube Rouge,Castelnau-le-Lez,580,34170.0,FR,True
KeepCool,,3.1703961,45.7393727,,,,Carrefour Robert Marchadier,Cournon-d'Auvergne,4,63800.0,FR,True
lady moving,fitness,3.1739496,45.7405114,,,,Avenue du Maréchal Leclerc,Cournon-d'Auvergne,2,63800.0,FR,True
dynamic club,fitness,3.1724687,45.73978,,,,Avenue du Maréchal Leclerc,Cournon-d'Auvergne,2,63800.0,FR,True
Elancia,fitness,-1.6905739,48.1095837,Mo-Su 06:00-23:00,+33 2 30 02 91 14,https://www.elancia.fr/,Mail François Mitterrand,Rennes,48,35000.0,FR,True
Fitness Park,fitness,2.2566639,48.7016594,Mo-Su 06:00-23:00,,,Avenue de la Plesse,Villebon-sur-Yvette,2,91140.0,FR,True
Fitness Park,,1.9205814,48.7592991,Mo-Su 06:00-23:00,,,Rond-Point du Docteur Laurent Schwartz,Maurepas,,78310.0,FR,True
Energy Five,,4.4360751,45.6316472,"Jan-Jun,Sep-Dec Mo-Fr 08:30-21:00; Jan-Jun,Sep-Dec Sa 08:30-14:00; Jul-Aug Mo-Fr 08:30-13:30,17:30-21:00; Jul-Aug Sa 08:30-12:00",,https://energy-five.fr/,Avenue du Forez,Saint-Symphorien-sur-Coise,1592B,69590.0,FR,True
Basic-Fit,,-0.1963326,46.9800354,,,,Route de Puyraveau,Thouars,,79100.0,FR,True
Moving,,55.4768457,-21.3225106,,,,Chemin Sapan,Saint-Pierre,,97455.0,FR,True
nüdiet,,2.324058,48.8842842,,,,Rue des Dames,Paris,,75017.0,FR,True
Magic Form Meudon,fitness,2.2428159,48.8080818,"Mo,We 08:00-22:00; Tu,Th-Fr 09:00-21:00; Sa 10:00-17:00; Su 10:00-14:00",,https://magic-form.fr/,Rue Henri Barbusse,Meudon,85,92190.0,FR,True
Fit'Mo,fitness,2.8795016,48.9544585,,,,Rue Cornillon,Meaux,,77100.0,FR,True
,,55.5036564,-21.2602681,,,,Chemin du Mazeau,Le Tampon,,97834.0,FR,True
Templ'club,,3.1755118,50.5276549,,,,Accès Parking,Templeuve-en-Pévèle,,59242.0,FR,True
,fitness,-1.6163393,47.1946963,,,,Route de Roche Maurice,Nantes,,44800.0,FR,True
Centre Fitness,,3.8623298,43.67012,,,,Chemin du Fescau,Montferrier-sur-Lez,,34980.0,FR,True
Body Peps,,4.0356427,43.6642157,,,,Rue du Versant,Saint-Brès,,34670.0,FR,True
beaulieu fitness,fitness,-1.5355928,47.2040902,Mo-Su 06:00-23:00,+33 2 40353121,https://www.beaulieu-fitness.fr/,Rue Docteur Zamenhof,Nantes,,44200.0,FR,True
Espaces Formes,,3.765036,43.5788048,,,,M 5,Pignan,,34570.0,FR,True
Club de Louvigny,fitness,-0.4006724,49.162733,,,,Longue Vue des Astronomes,Louvigny,,14111.0,FR,True
Vital'in,fitness,2.2257434,48.8719204,,,,Rue Perronet,Suresnes,,92150.0,FR,True
,fitness,-1.5266651,48.7967276,,,,Avenue de Lez-Eaux,Saint-Aubin-des-Préaux,,50380.0,FR,True
Crossfit Balma,crossfit,1.4830508,43.6355339,07:00-21:00,,,Rue Theron de Montaugé,Toulouse,28,31000.0,FR,True
KeepCool,,6.2624664,46.1979893,,+33 9 66 94 25 24,,Rue de l'Industrie,Annemasse,16,74100.0,FR,True
Run up,fitness,3.7071079,43.4109387,,,,Rue des Charbonniers,Sète,,34200.0,FR,True
AVE Sport,,4.668506,45.2447593,,,https://www.ave-sport.fr/,Avenue de l'Europe,Annonay,,7100.0,FR,True
Battling Club,fitness,2.3230183,48.888066,,,,Rue Jacquemont,Paris,,75017.0,FR,True
R2 Training Vendôme CrossFit,fitness;crossfit;hyrox;weightlifting;gym,2.3321747,48.8693674,Mo-Fr 07:00-21:00; Sa 09:00-16:00; Su 10:00-13:00,,https://www.r2training.fr/,Rue Daunou,Paris,6,75002.0,FR,True
Basic-Fit,,3.2835023,49.6506625,,,https://www.basic-fit.com/fr-fr/clubs/basic-fit-tergnier-boulevard-gambetta-b669997d37b04e8587e4cbd0cc3d5055.html,Rue Saint-Momble,Condren,,2700.0,FR,True
Auxerre Pilates,yoga,3.5819272,47.8107343,,,,Rue Louis Renault,Auxerre,,89000.0,FR,True
Espace Forme,,3.9335427,43.6639959,,,,Rue du Couchant,Le Crès,,34920.0,FR,True
UrbanFitCenter,,2.2745832,48.6489842,,,,Parc d’Activités Les Bourguignons,Montlhéry,,91310.0,FR,True
Energy Sport,fitness,2.000089,44.3599208,,,,Route de Montauban,Villefranche-de-Rouergue,,12200.0,FR,True
Neofit,fitness,166.479797,-22.2323417,,,,Rue Jacques Iékawé,Noumea,312,98800.0,FR,True
Fitness House,,5.9115133,45.6587899,,,,Allée des Érables,Drumettaz-Clarafond,,73420.0,FR,True
,fitness,-2.7880128,48.4926634,,,,Avenue de Bretagne,Ploufragan,,22440.0,FR,True
,fitness,-2.78499,48.4943307,,,,Rue de Flandre,Ploufragan,,22440.0,FR,True
Training Academy,,-1.6336864,47.2305622,,+33 2 51 80 05 38,https://trainingacademy.fr,Rue des Piliers de la Chauvinière,Saint-Herblain,,44800.0,FR,True
Fitness Park,,4.3930234,45.4231797,,,https://www.fitnesspark.fr/club/saint-etienne-centre-2/,Rue des Docteurs Charcot,Saint-Étienne,1,42100.0,FR,True
Centre Sportif Quercus,fitness,3.7976949,43.647929,,,,Rue du Portail,Grabels,,34790.0,FR,True
Aquatonic Nantes Carré Lafayette,,-1.5640808,47.2167351,Mo-Fr 09:00-21:00; We 09:30-21:00; Sa 09:00-19:00; Su 10:00-19:00,+33 240418989,,Rue Descartes,Nantes,,44003.0,FR,True
Pole Dance CrossFit,fitness,3.9973775,43.6567381,,,,Avenue de la Biste,Baillargues,,34670.0,FR,True
Massilia Fitness,fitness,5.4085015,43.3423436,,,http://www.massilia-fitness.com/,Impasse de la Tourelle,Marseille,,13014.0,FR,True
Barre de traction,fitness,2.4097393,48.8409777,,,,Avenue Émile Laurent,Paris,,75012.0,FR,True
Echelle,fitness,2.4097562,48.8410126,,,,Avenue Émile Laurent,Paris,,75012.0,FR,True
,fitness,2.4097777,48.8409076,,,,Avenue Émile Laurent,Paris,,75012.0,FR,True
,fitness,2.4098545,48.840914,,,,Avenue Émile Laurent,Paris,,75012.0,FR,True
Fitness Park Nouvelle-Calédonie,,166.4530221,-22.2064984,Mo-Su 05:00-22:00,,https://www.fitnesspark.nc/,Quick Drive,Dumbéa,33,98835.0,FR,True
Gymnase de Riches Maigres,,55.4136872,-21.2776327,,,,Rue Leconte de Lisle,Saint-Louis,,97450.0,FR,True
Basic-Fit,,2.3380087,48.915611,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00; PH 09:00-16:00",,https://www.basic-fit.com/fr-fr/salles-de-sport/saint-ouen-boulevard-jean-jaures,Boulevard Jean Jaurès,Saint-Ouen-sur-Seine,2,93400.0,FR,True
Gymnase de Grand Champ,,2.141576,45.5320917,,,,Boulevard de la Jarrige,Meymac,,19250.0,FR,True
TopForm,,2.3365783,48.6678078,,,,Chemin des Tourelles,Épinay-sur-Orge,,91360.0,FR,True
Elancia,fitness,-1.6669734,48.1097306,"Mo-Th 10:00-13:30,15:00-20:00, Fr 10:00-13:30,15:00-19:00, Sa 10:00-13:00, PH,Mo-Su 06:00-23:00",,,Avenue Sergent Maginot,Rennes,38,35706.0,FR,True
Gymnase de Roches Maigres,,55.4141347,-21.2766725,,,,Rue Leconte de Lisle,Saint-Louis,,97450.0,FR,True
Vita Liberté,fitness,6.1867194,44.0754782,,+33 4 92 31 01 14,,Avenue Gutenberg,Digne-les-Bains,,4000.0,FR,True
Basic-Fit,,6.1282561,48.6949061,,,https://www.basic-fit.com/fr-fr/salles-de-sport/nancy-laxou,Avenue de la Résistance,Laxou,18,54520.0,FR,True
